crime_type,Category,day_Sun,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,community_area_1,community_area_2,community_area_3,community_area_4,community_area_5,community_area_6,community_area_7,community_area_8,community_area_9,community_area_10,community_area_11,community_area_12,community_area_13,community_area_14,community_area_15,community_area_16,community_area_17,community_area_18,community_area_19,community_area_20,community_area_21,community_area_22,community_area_23,community_area_24,community_area_25,community_area_26,community_area_27,community_area_28,community_area_29,community_area_30,community_area_31,community_area_32,community_area_33,community_area_34,community_area_35,community_area_36,community_area_37,community_area_38,community_area_39,community_area_40,community_area_41,community_area_42,community_area_43,community_area_44,community_area_45,community_area_46,community_area_47,community_area_48,community_area_49,community_area_50,community_area_51,community_area_52,community_area_53,community_area_54,community_area_55,community_area_56,community_area_57,community_area_58,community_area_59,community_area_60,community_area_61,community_area_62,community_area_63,community_area_64,community_area_65,community_area_66,community_area_67,community_area_68,community_area_69,community_area_70,community_area_71,community_area_72,community_area_73,community_area_74,community_area_75,community_area_76,community_area_77
OTHER OFFENSE: OTHER WEAPONS VIOLATION,P2,0.119047619,0.172619048,0.166666667,0.130952381,0.130952381,0.142857143,0.136904762,0.023809524,0.011904762,0.005952381,0.017857143,0.029761905,0.047619048,0.029761905,0.017857143,0.041666667,0.041666667,0.041666667,0.05952381,0.029761905,0.047619048,0.047619048,0.06547619,0.041666667,0.083333333,0.077380952,0.05952381,0.053571429,0.041666667,0.047619048,0.035714286,0.023809524,0.005952381,0.017857143,0,0,0.005952381,0.011904762,0,0,0,0,0,0,0.011904762,0.005952381,0,0.017857143,0.005952381,0.005952381,0.005952381,0,0.011904762,0.023809524,0.023809524,0.05952381,0.011904762,0.017857143,0.017857143,0.005952381,0.023809524,0.023809524,0.011904762,0,0.005952381,0.005952381,0,0,0.011904762,0,0.023809524,0,0.017857143,0.029761905,0.023809524,0,0.029761905,0,0.005952381,0.035714286,0,0,0.011904762,0.023809524,0.005952381,0.005952381,0,0,0,0,0,0.017857143,0.005952381,0.005952381,0,0.011904762,0.011904762,0.023809524,0.017857143,0.035714286,0,0.029761905,0.005952381,0.011904762,0,0.005952381,0.226190476,0
OTHER OFFENSE: PAROLE VIOLATION,P2,0.11957796,0.168815944,0.162954279,0.144196952,0.109026964,0.147713951,0.147713951,0.049237984,0.014067995,0.010550996,0.005861665,0.001172333,0,0.001172333,0.001172333,0.003516999,0.007033998,0.045720985,0.049237984,0.060961313,0.053927315,0.055099648,0.036342321,0.037514654,0.031652989,0.056271981,0.121922626,0.117233294,0.107854631,0.078546307,0.053927315,0.009378664,0.002344666,0.008206331,0,0,0.001172333,0,0,0,0,0,0,0,0.003516999,0.004689332,0,0,0.001172333,0.01992966,0.018757327,0,0.008206331,0.045720985,0.009378664,0.097303634,0.037514654,0.01992966,0.005861665,0.083235639,0.024618992,0.014067995,0,0,0.001172333,0.001172333,0.001172333,0.001172333,0.005861665,0,0.009378664,0,0.018757327,0.021101993,0.015240328,0.002344666,0.01992966,0,0.001172333,0.025791325,0,0.007033998,0.005861665,0.024618992,0.001172333,0,0.001172333,0.001172333,0.023446659,0.002344666,0.001172333,0.052754982,0.003516999,0.015240328,0,0,0.058616647,0.093786635,0.096131301,0.024618992,0.008206331,0.01992966,0.001172333,0.010550996,0.002344666,0.004689332,0,0.001172333
OTHER OFFENSE: SEX OFFENDER: FAIL REG NEW ADD,P2,0.156716418,0.126865672,0.156716418,0.119402985,0.134328358,0.149253731,0.156716418,0.007462687,0,0,0,0,0,0.059701493,0.02238806,0.059701493,0.194029851,0.201492537,0.097014925,0.052238806,0.044776119,0.029850746,0.029850746,0.02238806,0.044776119,0.052238806,0.007462687,0.044776119,0.02238806,0.007462687,0,0,0,0.02238806,0.02238806,0,0,0.007462687,0.007462687,0,0,0,0.007462687,0,0,0.014925373,0,0.007462687,0,0.007462687,0.014925373,0,0.007462687,0.044776119,0.052238806,0.111940299,0.052238806,0.097014925,0.014925373,0.037313433,0,0.007462687,0,0,0,0.014925373,0,0,0.007462687,0,0.007462687,0,0.007462687,0.007462687,0.029850746,0,0.007462687,0,0.007462687,0.059701493,0,0,0,0.02238806,0,0,0,0,0.029850746,0,0.02238806,0.029850746,0,0,0,0,0.014925373,0.067164179,0.037313433,0.014925373,0.02238806,0.037313433,0,0.007462687,0,0,0,0.007462687
OTHER OFFENSE: SEX OFFENDER: FAIL TO REGISTER,P2,0.078651685,0.112359551,0.207865169,0.162921348,0.157303371,0.174157303,0.106741573,0.016853933,0.005617978,0,0.011235955,0.005617978,0,0.005617978,0.039325843,0.033707865,0.084269663,0.08988764,0.08988764,0.011235955,0.039325843,0.033707865,0.039325843,0.050561798,0.08988764,0.112359551,0.06741573,0.078651685,0.04494382,0.039325843,0.011235955,0.005617978,0.005617978,0.02247191,0.005617978,0,0.005617978,0,0.011235955,0,0,0,0,0.005617978,0.005617978,0.005617978,0,0,0.005617978,0.005617978,0,0.005617978,0.011235955,0.02247191,0.005617978,0.04494382,0.011235955,0.033707865,0.028089888,0.056179775,0.084269663,0,0.02247191,0.005617978,0,0.02247191,0,0.005617978,0.005617978,0,0.005617978,0,0.011235955,0.050561798,0.016853933,0.016853933,0.08988764,0.005617978,0.033707865,0.039325843,0.011235955,0.02247191,0.011235955,0.039325843,0,0,0.005617978,0.005617978,0.005617978,0,0,0.011235955,0,0.005617978,0,0,0.016853933,0.033707865,0.016853933,0.016853933,0,0.04494382,0.005617978,0.02247191,0,0,0,0.005617978
OTHER OFFENSE: TELEPHONE THREAT,P2,0.133399209,0.152173913,0.153162055,0.141551383,0.142045455,0.145998024,0.13166996,0.038537549,0.022727273,0.016798419,0.010128458,0.008893281,0.009387352,0.01506917,0.026432806,0.041254941,0.072381423,0.065711462,0.050642292,0.065464427,0.062252964,0.058300395,0.052865613,0.057806324,0.055335968,0.04965415,0.046442688,0.053112648,0.047677866,0.041749012,0.031373518,0.012351779,0.013833992,0.008893281,0.006175889,0.002470356,0.01062253,0.00666996,0.021492095,0.001976285,0.005187747,0.003705534,0.002470356,0.003211462,0.008893281,0.019268775,0.011363636,0.009387352,0.003705534,0.018527668,0.008646245,0.006916996,0.014822134,0.025197628,0.010869565,0.064970356,0.014081028,0.016057312,0.030879447,0.030632411,0.013586957,0.007658103,0.01951581,0.003705534,0.004199605,0.012598814,0.004693676,0.001235178,0.019021739,0.00666996,0.012104743,0.008893281,0.017786561,0.041749012,0.028409091,0.005187747,0.021245059,0.003705534,0.007164032,0.033596838,0.004693676,0.009140316,0.005434783,0.019268775,0.007411067,0.003458498,0.006422925,0.001729249,0.01284585,0.003211462,0.005187747,0.020256917,0.001729249,0.008893281,0.003952569,0.008399209,0.027173913,0.025938735,0.024209486,0.028656126,0.013586957,0.040019763,0.004693676,0.02173913,0.002470356,0.011116601,0.00444664,0.007905138
OTHER OFFENSE: VEHICLE TITLE/REG OFFENSE,P2,0.145383104,0.143418468,0.125736739,0.15324165,0.161100196,0.147347741,0.123772102,0.031434185,0.039292731,0.021611002,0.011787819,0.003929273,0.001964637,0.003929273,0.009823183,0.033398821,0.025540275,0.037328094,0.04518664,0.058939096,0.037328094,0.019646365,0.047151277,0.049115914,0.086444008,0.086444008,0.098231827,0.068762279,0.05108055,0.074656189,0.05697446,0.003929273,0.009823183,0.001964637,0.009823183,0,0.001964637,0.001964637,0,0,0,0.001964637,0.001964637,0,0,0.00589391,0.003929273,0.003929273,0.001964637,0.047151277,0.00589391,0.001964637,0.013752456,0.037328094,0.003929273,0.117878193,0.029469548,0.023575639,0.003929273,0.041257367,0.025540275,0.00589391,0,0,0,0,0,0.003929273,0.00589391,0,0.011787819,0.001964637,0.029469548,0.049115914,0.017681729,0.007858546,0.037328094,0,0.011787819,0.060903733,0.001964637,0.021611002,0.021611002,0.043222004,0.007858546,0.007858546,0,0,0.019646365,0.003929273,0,0.011787819,0,0,0.001964637,0,0,0.041257367,0.060903733,0.053045187,0.001964637,0.027504912,0.001964637,0.017681729,0,0.009823183,0,0
OTHER OFFENSE: VIOLATE ORDER OF PROTECTION,P2,0.124129196,0.135528816,0.143761875,0.166561115,0.15959468,0.134895503,0.135528816,0.036732109,0.027232426,0.018366054,0.02279924,0.01709943,0.012032932,0.01709943,0.032298923,0.036732109,0.051931602,0.053831539,0.058898037,0.053831539,0.050031666,0.043065231,0.057631412,0.053831539,0.057631412,0.0569981,0.062064598,0.046865104,0.053831539,0.038632046,0.040531982,0.015832806,0.012666244,0.010766308,0.006966434,0.007599747,0.015199493,0.002533249,0.014566181,0.001266624,0.007599747,0.006333122,0.001899937,0.009499683,0.006333122,0.016466118,0.01709943,0.006333122,0.004433186,0.018366054,0.004433186,0.012666244,0.026599113,0.032298923,0.018366054,0.041798607,0.006966434,0.017732742,0.040531982,0.03419886,0.031665611,0.012032932,0.012032932,0.010766308,0.001266624,0.006333122,0.003166561,0.000633312,0.010132996,0.005066498,0.001899937,0.003166561,0.020265991,0.040531982,0.025965801,0.005066498,0.032298923,0,0.015199493,0.024699177,0.006966434,0.009499683,0.004433186,0.010132996,0.005066498,0.000633312,0.006966434,0.004433186,0.006966434,0.009499683,0.010132996,0.032298923,0.007599747,0.014566181,0.006333122,0.015199493,0.02279924,0.016466118,0.021532616,0.018366054,0.014566181,0.029132362,0.005066498,0.018999367,0.003799873,0.008233059,0.003166561,0.007599747
PROSTITUTION: SOLICIT ON PUBLIC WAY,P2,0.088607595,0.009845288,0.182841069,0.185654008,0.196905767,0.156118143,0.180028129,0.040787623,0.014064698,0.074542897,0.047819972,0.005625879,0.004219409,0.015471167,0.005625879,0.014064698,0.007032349,0.011251758,0.005625879,0.023909986,0.023909986,0.007032349,0.005625879,0.012658228,0.021097046,0.033755274,0.097046414,0.180028129,0.17580872,0.112517581,0.0604782,0.018284107,0.00140647,0,0,0,0,0,0.00140647,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0.00140647,0,0.082981716,0.00140647,0.4697609,0.226441632,0.00140647,0,0.029535865,0,0,0,0,0,0,0,0,0.00140647,0,0,0,0.00140647,0.007032349,0,0,0.00140647,0,0,0.022503516,0,0,0,0.008438819,0,0,0.026722925,0.00140647,0.037974684,0,0,0.00140647,0,0,0,0,0.00140647,0.023909986,0.011251758,0.00140647,0,0.014064698,0,0,0,0,0,0
PUBLIC PEACE VIOLATION: BOMB THREAT,P2,0.082644628,0.115702479,0.148760331,0.231404959,0.165289256,0.190082645,0.066115702,0.016528926,0,0,0.008264463,0.024793388,0,0.008264463,0.049586777,0.041322314,0.049586777,0.066115702,0.049586777,0.123966942,0.090909091,0.066115702,0.066115702,0.132231405,0.074380165,0.033057851,0.033057851,0.024793388,0.016528926,0.008264463,0.016528926,0.008264463,0,0.024793388,0,0.008264463,0.016528926,0.033057851,0.090909091,0,0.008264463,0,0,0,0.008264463,0,0,0.016528926,0,0,0.033057851,0.008264463,0.016528926,0.033057851,0.041322314,0.024793388,0.008264463,0.024793388,0.082644628,0.041322314,0.033057851,0.016528926,0.140495868,0,0,0,0.008264463,0,0,0,0.016528926,0,0.016528926,0.008264463,0.008264463,0,0.008264463,0,0,0.008264463,0,0.008264463,0.008264463,0.008264463,0,0,0.008264463,0,0,0,0,0.016528926,0,0.008264463,0,0,0,0.016528926,0,0,0.008264463,0,0.008264463,0,0,0,0.099173554,0.016528926
PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,P2,0.135039718,0.149161518,0.152691968,0.151809356,0.131509267,0.133274492,0.14651368,0.030891439,0.030891439,0.016769638,0.01059135,0.004413063,0.004413063,0.001765225,0.009708738,0.016769638,0.022947926,0.030891439,0.06972639,0.063548102,0.05560459,0.050308914,0.060017652,0.068843778,0.052074139,0.060900265,0.07678729,0.063548102,0.070609003,0.077669903,0.050308914,0.01059135,0.007943513,0.012356575,0.006178288,0,0.031774051,0.005295675,0.019417476,0,0.002647838,0.002647838,0.000882613,0,0.004413063,0.00353045,0.008826125,0.001765225,0.001765225,0.006178288,0.004413063,0.00353045,0.012356575,0.036187114,0.007943513,0.082965578,0.041482789,0.033539276,0.018534863,0.064430715,0.038834951,0.013239188,0.022947926,0.005295675,0,0.009708738,0,0.000882613,0.0070609,0.000882613,0.015004413,0.006178288,0.022065313,0.022947926,0.014121801,0.0070609,0.022947926,0.002647838,0.002647838,0.025595763,0.0070609,0.0070609,0.01059135,0.012356575,0.004413063,0,0.012356575,0.005295675,0.011473963,0,0.004413063,0.016769638,0.006178288,0.012356575,0.001765225,0.00353045,0.025595763,0.034421889,0.044130627,0.023830538,0.007943513,0.037069726,0,0.014121801,0.002647838,0.012356575,0.007943513,0.002647838
ROBBERY: AGGRAVATED,P1V,0.115442279,0.167916042,0.149925037,0.143928036,0.151424288,0.139430285,0.131934033,0.029985007,0.04197901,0.04197901,0.025487256,0.028485757,0.026986507,0.020989505,0.022488756,0.022488756,0.031484258,0.029985007,0.022488756,0.043478261,0.035982009,0.052473763,0.055472264,0.058470765,0.077961019,0.047976012,0.064467766,0.058470765,0.058470765,0.056971514,0.044977511,0.023988006,0.014992504,0.008995502,0.005997001,0.002998501,0.029985007,0.017991004,0.04047976,0,0.002998501,0.007496252,0,0.002998501,0.008995502,0.004497751,0.007496252,0.008995502,0.004497751,0.020989505,0.00149925,0.007496252,0.011994003,0.044977511,0.032983508,0.070464768,0.022488756,0.016491754,0.028485757,0.032983508,0.020989505,0.002998501,0.035982009,0.004497751,0.013493253,0.028485757,0.002998501,0.002998501,0.011994003,0.004497751,0.014992504,0.013493253,0.016491754,0.026986507,0.023988006,0.00149925,0.014992504,0,0.002998501,0.026986507,0.00149925,0.002998501,0.004497751,0.005997001,0.004497751,0,0.002998501,0,0.007496252,0.002998501,0.008995502,0.014992504,0.005997001,0.002998501,0,0.013493253,0.026986507,0.032983508,0.014992504,0.022488756,0.010494753,0.029985007,0.00149925,0.013493253,0.00149925,0,0.00149925,0.008995502
ROBBERY: AGGRAVATED VEHICULAR HIJACKING,P1V,0.145454545,0.137662338,0.158441558,0.153246753,0.085714286,0.150649351,0.168831169,0.064935065,0.05974026,0.044155844,0.041558442,0.054545455,0.036363636,0.033766234,0.023376623,0.01038961,0.018181818,0.025974026,0.018181818,0.023376623,0.049350649,0.033766234,0.020779221,0.054545455,0.049350649,0.057142857,0.054545455,0.05974026,0.05974026,0.049350649,0.057142857,0.005194805,0.005194805,0.012987013,0.005194805,0,0.01038961,0.007792208,0.007792208,0,0,0.002597403,0,0,0.005194805,0.007792208,0.005194805,0.007792208,0.002597403,0.012987013,0.007792208,0.01038961,0.020779221,0.033766234,0.049350649,0.05974026,0.064935065,0.044155844,0.025974026,0.028571429,0.012987013,0.002597403,0.002597403,0.002597403,0.007792208,0.015584416,0,0.015584416,0.025974026,0.007792208,0.01038961,0.007792208,0.01038961,0.028571429,0.054545455,0.005194805,0.002597403,0,0.002597403,0.054545455,0,0.005194805,0.002597403,0.020779221,0,0.002597403,0.01038961,0,0.01038961,0,0.005194805,0.01038961,0.002597403,0.018181818,0,0.005194805,0.015584416,0.038961039,0.025974026,0.038961039,0.018181818,0.025974026,0,0.015584416,0.002597403,0.005194805,0,0.005194805
ROBBERY: ARMED: HANDGUN,P1V,0.138888889,0.139104221,0.140611542,0.155900086,0.13501292,0.142980189,0.147502153,0.059000861,0.052540913,0.041343669,0.039405685,0.036175711,0.026055125,0.020241171,0.021102498,0.023686477,0.027131783,0.025839793,0.034453058,0.030361757,0.039190353,0.032730405,0.035099053,0.039621016,0.046942291,0.055555556,0.057278208,0.060077519,0.06955211,0.067183463,0.059431525,0.006890612,0.009259259,0.007751938,0.002799311,0.003445306,0.014211886,0.009259259,0.012489233,0.000430663,0.000861326,0.001507321,0.001076658,0.004306632,0.009474591,0.005598622,0.009905254,0.002799311,0.000645995,0.010335917,0.004306632,0.005598622,0.016365202,0.034668389,0.031223084,0.084409991,0.034022394,0.020456503,0.027562446,0.038113695,0.01873385,0.007751938,0.010551249,0.003875969,0.006029285,0.013135228,0.003014643,0.002799311,0.01873385,0.008182601,0.014211886,0.006244617,0.021533161,0.044788975,0.033807063,0.006459948,0.016365202,0.00129199,0.007536606,0.032945736,0.004952627,0.005598622,0.001722653,0.01744186,0.004737295,0.000215332,0.004521964,0.003229974,0.01205857,0.002153316,0.005598622,0.025193798,0.005598622,0.009689922,0.001507321,0.008613264,0.023255814,0.031869078,0.02670112,0.035960379,0.011627907,0.038113695,0.002153316,0.017657192,0.000430663,0.006029285,0.000430663,0.005167959
ROBBERY: ARMED: OTHER DANGEROUS WEAPON,P1V,0.106837607,0.16025641,0.138888889,0.11965812,0.145299145,0.155982906,0.173076923,0.044871795,0.049145299,0.055555556,0.049145299,0.053418803,0.02991453,0.017094017,0.027777778,0.017094017,0.019230769,0.032051282,0.02991453,0.044871795,0.042735043,0.040598291,0.036324786,0.047008547,0.038461538,0.042735043,0.034188034,0.049145299,0.074786325,0.068376068,0.055555556,0.021367521,0.019230769,0.02991453,0.002136752,0.004273504,0.034188034,0.006410256,0.027777778,0,0,0.006410256,0.002136752,0.002136752,0.021367521,0.010683761,0.019230769,0.006410256,0.002136752,0.027777778,0.004273504,0.017094017,0.017094017,0.027777778,0.023504274,0.064102564,0.038461538,0.017094017,0.042735043,0.02991453,0.025641026,0.002136752,0.027777778,0.006410256,0.012820513,0.004273504,0,0.002136752,0.002136752,0.008547009,0.010683761,0.004273504,0.012820513,0.034188034,0.019230769,0.002136752,0.014957265,0.002136752,0.002136752,0.023504274,0.004273504,0.002136752,0,0.006410256,0.004273504,0,0,0.004273504,0.019230769,0.002136752,0.004273504,0.021367521,0.004273504,0.014957265,0.002136752,0.025641026,0.014957265,0.027777778,0.02991453,0.023504274,0.008547009,0.021367521,0,0.006410256,0,0.002136752,0,0.006410256
ROBBERY: ARMED:KNIFE/CUTTING INSTRUMENT,P1V,0.183157895,0.16,0.122105263,0.153684211,0.126315789,0.107368421,0.147368421,0.058947368,0.052631579,0.035789474,0.046315789,0.031578947,0.010526316,0.027368421,0.018947368,0.048421053,0.027368421,0.050526316,0.04,0.035789474,0.031578947,0.052631579,0.025263158,0.044210526,0.044210526,0.037894737,0.067368421,0.048421053,0.063157895,0.065263158,0.035789474,0.021052632,0.012631579,0.027368421,0.006315789,0.012631579,0.04,0.023157895,0.027368421,0,0.002105263,0,0,0.004210526,0.027368421,0.010526316,0.010526316,0.006315789,0,0.044210526,0.008421053,0.010526316,0.014736842,0.044210526,0.037894737,0.048421053,0.021052632,0.018947368,0.031578947,0.025263158,0.018947368,0.006315789,0.04,0.002105263,0.004210526,0.008421053,0,0.008421053,0.004210526,0.006315789,0.012631579,0.002105263,0.018947368,0.025263158,0.012631579,0.004210526,0.008421053,0,0.004210526,0.023157895,0.002105263,0.004210526,0.006315789,0.006315789,0,0,0.012631579,0.002105263,0.021052632,0.002105263,0.012631579,0.016842105,0.004210526,0.006315789,0.006315789,0.004210526,0.021052632,0.023157895,0.021052632,0.025263158,0.002105263,0.021052632,0,0.006315789,0.002105263,0.006315789,0.004210526,0.012631579
ROBBERY: ATTEMPT: ARMED-HANDGUN,P1V,0.126168224,0.13317757,0.168224299,0.140186916,0.144859813,0.158878505,0.128504673,0.079439252,0.051401869,0.039719626,0.039719626,0.030373832,0.018691589,0.021028037,0.030373832,0.030373832,0.023364486,0.01635514,0.030373832,0.035046729,0.037383178,0.030373832,0.025700935,0.042056075,0.060747664,0.046728972,0.070093458,0.08411215,0.051401869,0.060747664,0.044392523,0.004672897,0.018691589,0.004672897,0.007009346,0.007009346,0.007009346,0.014018692,0.018691589,0,0,0.002336449,0,0,0.014018692,0.009345794,0.009345794,0,0,0.01635514,0.004672897,0.011682243,0.014018692,0.035046729,0.044392523,0.067757009,0.025700935,0.011682243,0.035046729,0.039719626,0.03271028,0.004672897,0.011682243,0.004672897,0.009345794,0.018691589,0.002336449,0.004672897,0.01635514,0.004672897,0.021028037,0.007009346,0.007009346,0.03271028,0.018691589,0.002336449,0.021028037,0.004672897,0.007009346,0.037383178,0.002336449,0.009345794,0,0.007009346,0.002336449,0,0.007009346,0,0.002336449,0.002336449,0.004672897,0.025700935,0,0.007009346,0.004672897,0.009345794,0.018691589,0.035046729,0.028037383,0.042056075,0.018691589,0.051401869,0.002336449,0.011682243,0.002336449,0.004672897,0,0.009345794
ROBBERY: ATTEMPT: STRONGARM-NO WEAPON,P1V,0.155737705,0.153005464,0.142076503,0.112021858,0.142076503,0.18579235,0.109289617,0.027322404,0.040983607,0.013661202,0.030054645,0.016393443,0.013661202,0.032786885,0.038251366,0.019125683,0.016393443,0.027322404,0.043715847,0.054644809,0.024590164,0.016393443,0.057377049,0.068306011,0.06557377,0.068306011,0.073770492,0.06284153,0.057377049,0.071038251,0.06010929,0.019125683,0.005464481,0.019125683,0.013661202,0.008196721,0.030054645,0.024590164,0.035519126,0.00273224,0.005464481,0,0,0.00273224,0.032786885,0.005464481,0.008196721,0.010928962,0.00273224,0.021857923,0.005464481,0.005464481,0.027322404,0.030054645,0.038251366,0.035519126,0.035519126,0.010928962,0.024590164,0.049180328,0.016393443,0.00273224,0.043715847,0.005464481,0.016393443,0.021857923,0,0.00273224,0.016393443,0.008196721,0.010928962,0.013661202,0.013661202,0.021857923,0.016393443,0.00273224,0.027322404,0.00273224,0,0.016393443,0,0.016393443,0,0.00273224,0.00273224,0.00273224,0.00273224,0.00273224,0.013661202,0.00273224,0.008196721,0.024590164,0.005464481,0.013661202,0,0.008196721,0.024590164,0.005464481,0.019125683,0.010928962,0.005464481,0.027322404,0.00273224,0.00273224,0,0,0.005464481,0.019125683
ROBBERY: STRONGARM - NO WEAPON,P1V,0.145711907,0.148764918,0.131557036,0.136830419,0.139050791,0.146267,0.15181793,0.049125729,0.044684985,0.041631973,0.038856508,0.029419928,0.027477102,0.013877324,0.01498751,0.02053844,0.024979184,0.030252567,0.038023869,0.042742159,0.047182903,0.04662781,0.056341937,0.05689703,0.050791007,0.056064391,0.055231751,0.056064391,0.04746045,0.055231751,0.055509298,0.018873161,0.009991674,0.013599778,0.003885651,0.003053011,0.0316403,0.01110186,0.039134055,0.000277546,0.000832639,0.001665279,0.000277546,0.001387732,0.016097696,0.007493755,0.007216209,0.005273383,0.001665279,0.016652789,0.003053011,0.004995837,0.020815987,0.031362753,0.028864835,0.067721343,0.023036359,0.016652789,0.030530114,0.039134055,0.022203719,0.007216209,0.044962531,0.005273383,0.013599778,0.016930336,0.000832639,0.00555093,0.013877324,0.004163197,0.014709964,0.009159034,0.012489592,0.03719123,0.021926173,0.006106023,0.022481266,0.000832639,0.003608104,0.027199556,0.002497918,0.003330558,0.001942825,0.008881488,0.002775465,0.000832639,0.001942825,0.000277546,0.011934499,0.002775465,0.006106023,0.019983347,0.004995837,0.007771302,0.003053011,0.006383569,0.028032195,0.026366916,0.024424091,0.032195393,0.007493755,0.025811823,0.002220372,0.007493755,0.001110186,0.002497918,0.001665279,0.008603941
ROBBERY: VEHICULAR HIJACKING,P1V,0.166023166,0.138996139,0.11969112,0.154440154,0.11969112,0.142857143,0.158301158,0.030888031,0.05019305,0.077220077,0.046332046,0.015444015,0.030888031,0.038610039,0.027027027,0.007722008,0.023166023,0.046332046,0.038610039,0.042471042,0.038610039,0.042471042,0.05019305,0.023166023,0.054054054,0.05019305,0.046332046,0.061776062,0.057915058,0.046332046,0.054054054,0.011583012,0.011583012,0.007722008,0.003861004,0.003861004,0.003861004,0,0.015444015,0,0,0,0,0,0.023166023,0.003861004,0.007722008,0.003861004,0,0.007722008,0.011583012,0.003861004,0.015444015,0.05019305,0.046332046,0.073359073,0.042471042,0.034749035,0.05019305,0.054054054,0.015444015,0.007722008,0,0,0.003861004,0.003861004,0.007722008,0.007722008,0.007722008,0,0.015444015,0.007722008,0.011583012,0.034749035,0.019305019,0.007722008,0.011583012,0,0.003861004,0.019305019,0.007722008,0.011583012,0,0.011583012,0.003861004,0,0.003861004,0.003861004,0.023166023,0,0,0.027027027,0.007722008,0.019305019,0,0.007722008,0.042471042,0.034749035,0.019305019,0.027027027,0.023166023,0.011583012,0,0.030888031,0,0.003861004,0,0.007722008
SEX OFFENSE: AGG CRIMINAL SEXUAL ABUSE,P2,0.099173554,0.099173554,0.181818182,0.090909091,0.239669421,0.181818182,0.107438017,0.148760331,0.024793388,0.024793388,0.024793388,0.024793388,0.008264463,0.008264463,0.024793388,0.041322314,0.033057851,0.041322314,0.033057851,0.082644628,0.016528926,0.033057851,0.033057851,0.066115702,0.024793388,0.066115702,0.049586777,0.041322314,0.05785124,0.049586777,0.041322314,0.008264463,0.016528926,0.008264463,0,0,0.008264463,0.016528926,0,0,0.008264463,0,0,0.008264463,0,0.016528926,0,0,0,0.008264463,0.016528926,0.008264463,0.024793388,0.033057851,0.008264463,0.090909091,0.016528926,0.041322314,0.016528926,0.016528926,0.041322314,0.016528926,0.016528926,0,0.008264463,0.016528926,0,0,0,0.008264463,0,0.008264463,0.024793388,0.033057851,0.024793388,0.016528926,0.024793388,0,0,0.016528926,0.008264463,0.008264463,0,0.033057851,0.008264463,0,0,0.008264463,0.041322314,0.008264463,0.008264463,0.024793388,0,0,0.008264463,0.008264463,0.041322314,0.041322314,0.008264463,0.041322314,0,0.049586777,0.016528926,0,0,0.008264463,0,0
SEX OFFENSE: CRIMINAL SEXUAL ABUSE,P2,0.158823529,0.123529412,0.15,0.135294118,0.15,0.155882353,0.126470588,0.070588235,0.041176471,0.023529412,0.041176471,0.044117647,0.023529412,0.029411765,0.038235294,0.026470588,0.035294118,0.044117647,0.032352941,0.038235294,0.038235294,0.029411765,0.064705882,0.044117647,0.052941176,0.070588235,0.05,0.035294118,0.035294118,0.058823529,0.032352941,0.026470588,0.020588235,0.023529412,0.014705882,0.005882353,0.035294118,0.002941176,0.044117647,0,0,0.014705882,0.002941176,0.002941176,0.017647059,0.008823529,0.023529412,0.008823529,0,0.014705882,0.005882353,0,0.011764706,0.038235294,0.023529412,0.052941176,0.005882353,0.011764706,0.05,0.032352941,0.032352941,0.005882353,0.052941176,0.008823529,0.011764706,0.020588235,0.002941176,0.002941176,0.014705882,0.002941176,0.005882353,0.008823529,0.020588235,0.035294118,0.005882353,0,0.011764706,0,0,0.020588235,0,0.008823529,0.011764706,0.011764706,0.011764706,0.002941176,0.002941176,0,0.008823529,0,0,0.017647059,0.002941176,0.014705882,0.002941176,0.002941176,0.020588235,0.023529412,0.026470588,0.008823529,0,0.020588235,0.002941176,0.002941176,0.002941176,0.002941176,0.011764706,0.011764706
